cell_id,lang,rank,prompt_id,model_key,correct
gpt|P07|ru|1,ru,4,P07,gpt,1
gpt|P06|ru|0,ru,4,P06,gpt,0
gpt|P06|ru|1,ru,4,P06,gpt,1
gpt|P08|ru|1,ru,4,P08,gpt,0
gpt|P07|ru|0,ru,4,P07,gpt,1
gpt|P09|ru|0,ru,4,P09,gpt,1
gpt|P09|ru|1,ru,4,P09,gpt,0
gpt|P11|ru|0,ru,4,P11,gpt,1
gpt|P11|ru|1,ru,4,P11,gpt,1
gpt|P12|ru|1,ru,4,P12,gpt,1
gpt|P12|ru|0,ru,4,P12,gpt,1
gpt|P10|ru|0,ru,4,P10,gpt,0
gpt|P10|ru|1,ru,4,P10,gpt,1
grok|P01|ru|0,ru,4,P01,grok,1
grok|P02|ru|0,ru,4,P02,grok,1
grok|P01|ru|1,ru,4,P01,grok,1
grok|P02|ru|1,ru,4,P02,grok,1
grok|P03|ru|0,ru,4,P03,grok,0
grok|P03|ru|1,ru,4,P03,grok,0
grok|P04|ru|1,ru,4,P04,grok,1
grok|P04|ru|0,ru,4,P04,grok,0
grok|P05|ru|1,ru,4,P05,grok,0
grok|P05|ru|0,ru,4,P05,grok,0
grok|P06|ru|0,ru,4,P06,grok,1
grok|P06|ru|1,ru,4,P06,grok,0
grok|P07|ru|0,ru,4,P07,grok,1
grok|P07|ru|1,ru,4,P07,grok,1
grok|P08|ru|0,ru,4,P08,grok,1
grok|P08|ru|1,ru,4,P08,grok,1
grok|P09|ru|0,ru,4,P09,grok,1
grok|P09|ru|1,ru,4,P09,grok,1
grok|P10|ru|1,ru,4,P10,grok,0
grok|P11|ru|0,ru,4,P11,grok,1
grok|P10|ru|0,ru,4,P10,grok,0
grok|P11|ru|1,ru,4,P11,grok,1
grok|P12|ru|0,ru,4,P12,grok,0
grok|P12|ru|1,ru,4,P12,grok,1
claude|P01|tr|0,tr,6,P01,claude,0
claude|P01|tr|1,tr,6,P01,claude,0
claude|P02|tr|0,tr,6,P02,claude,0
claude|P02|tr|1,tr,6,P02,claude,0
claude|P04|tr|0,tr,6,P04,claude,0
claude|P03|tr|0,tr,6,P03,claude,0
claude|P03|tr|1,tr,6,P03,claude,1
claude|P04|tr|1,tr,6,P04,claude,0
claude|P05|tr|0,tr,6,P05,claude,1
claude|P05|tr|1,tr,6,P05,claude,1
claude|P06|tr|0,tr,6,P06,claude,1
claude|P07|tr|0,tr,6,P07,claude,1
claude|P08|tr|0,tr,6,P08,claude,1
claude|P06|tr|1,tr,6,P06,claude,1
claude|P07|tr|1,tr,6,P07,claude,1
claude|P08|tr|1,tr,6,P08,claude,1
claude|P09|tr|1,tr,6,P09,claude,1
claude|P09|tr|0,tr,6,P09,claude,1
claude|P11|tr|1,tr,6,P11,claude,0
claude|P10|tr|0,tr,6,P10,claude,1
claude|P12|tr|0,tr,6,P12,claude,0
claude|P10|tr|1,tr,6,P10,claude,1
claude|P11|tr|0,tr,6,P11,claude,1
claude|P12|tr|1,tr,6,P12,claude,1
deepseek|P01|tr|0,tr,6,P01,deepseek,0
deepseek|P03|tr|0,tr,6,P03,deepseek,1
deepseek|P02|tr|0,tr,6,P02,deepseek,1
deepseek|P02|tr|1,tr,6,P02,deepseek,0
deepseek|P01|tr|1,tr,6,P01,deepseek,0
deepseek|P04|tr|0,tr,6,P04,deepseek,0
deepseek|P05|tr|1,tr,6,P05,deepseek,0
deepseek|P03|tr|1,tr,6,P03,deepseek,1
deepseek|P06|tr|0,tr,6,P06,deepseek,1
deepseek|P04|tr|1,tr,6,P04,deepseek,1
deepseek|P08|tr|0,tr,6,P08,deepseek,0
deepseek|P07|tr|0,tr,6,P07,deepseek,0
deepseek|P07|tr|1,tr,6,P07,deepseek,0
deepseek|P09|tr|1,tr,6,P09,deepseek,0
deepseek|P09|tr|0,tr,6,P09,deepseek,0
deepseek|P08|tr|1,tr,6,P08,deepseek,0
deepseek|P05|tr|0,tr,6,P05,deepseek,1
deepseek|P06|tr|1,tr,6,P06,deepseek,0
deepseek|P10|tr|0,tr,6,P10,deepseek,1
deepseek|P11|tr|0,tr,6,P11,deepseek,0
deepseek|P12|tr|0,tr,6,P12,deepseek,1
deepseek|P10|tr|1,tr,6,P10,deepseek,0
deepseek|P12|tr|1,tr,6,P12,deepseek,0
gemini|P01|tr|0,tr,6,P01,gemini,1
gemini|P01|tr|1,tr,6,P01,gemini,1
gemini|P02|tr|1,tr,6,P02,gemini,1
gemini|P02|tr|0,tr,6,P02,gemini,1
gemini|P03|tr|0,tr,6,P03,gemini,1
gemini|P03|tr|1,tr,6,P03,gemini,0
gemini|P05|tr|0,tr,6,P05,gemini,1
gemini|P04|tr|0,tr,6,P04,gemini,0
gemini|P07|tr|0,tr,6,P07,gemini,1
gemini|P04|tr|1,tr,6,P04,gemini,0
gemini|P07|tr|1,tr,6,P07,gemini,1
gemini|P05|tr|1,tr,6,P05,gemini,1
gemini|P06|tr|1,tr,6,P06,gemini,0
gemini|P06|tr|0,tr,6,P06,gemini,0
gemini|P08|tr|0,tr,6,P08,gemini,1
gemini|P09|tr|0,tr,6,P09,gemini,0
gemini|P08|tr|1,tr,6,P08,gemini,1
gemini|P10|tr|0,tr,6,P10,gemini,1
gemini|P10|tr|1,tr,6,P10,gemini,0
gemini|P11|tr|1,tr,6,P11,gemini,1
gemini|P09|tr|1,tr,6,P09,gemini,0
gemini|P11|tr|0,tr,6,P11,gemini,0
gemini|P12|tr|0,tr,6,P12,gemini,0
gemini|P12|tr|1,tr,6,P12,gemini,0
gpt|P01|tr|1,tr,6,P01,gpt,1
gpt|P01|tr|0,tr,6,P01,gpt,1
gpt|P02|tr|0,tr,6,P02,gpt,1
gpt|P02|tr|1,tr,6,P02,gpt,1
gpt|P04|tr|0,tr,6,P04,gpt,0
gpt|P04|tr|1,tr,6,P04,gpt,1
gpt|P03|tr|1,tr,6,P03,gpt,1
gpt|P03|tr|0,tr,6,P03,gpt,1
gpt|P06|tr|1,tr,6,P06,gpt,0
gpt|P05|tr|0,tr,6,P05,gpt,1
gpt|P07|tr|0,tr,6,P07,gpt,1
gpt|P07|tr|1,tr,6,P07,gpt,0
gpt|P05|tr|1,tr,6,P05,gpt,1
gpt|P08|tr|0,tr,6,P08,gpt,1
gpt|P06|tr|0,tr,6,P06,gpt,0
gpt|P08|tr|1,tr,6,P08,gpt,1
gpt|P09|tr|0,tr,6,P09,gpt,1
gpt|P10|tr|0,tr,6,P10,gpt,1
gpt|P09|tr|1,tr,6,P09,gpt,1
gpt|P11|tr|0,tr,6,P11,gpt,0
gpt|P10|tr|1,tr,6,P10,gpt,1
gpt|P11|tr|1,tr,6,P11,gpt,0
gpt|P12|tr|0,tr,6,P12,gpt,1
gpt|P12|tr|1,tr,6,P12,gpt,1
grok|P01|tr|0,tr,6,P01,grok,1
grok|P02|tr|1,tr,6,P02,grok,0
grok|P03|tr|0,tr,6,P03,grok,1
grok|P02|tr|0,tr,6,P02,grok,0
grok|P03|tr|1,tr,6,P03,grok,1
grok|P01|tr|1,tr,6,P01,grok,0
grok|P04|tr|0,tr,6,P04,grok,1
grok|P04|tr|1,tr,6,P04,grok,0
grok|P05|tr|0,tr,6,P05,grok,1
grok|P06|tr|0,tr,6,P06,grok,0
grok|P07|tr|0,tr,6,P07,grok,0
grok|P06|tr|1,tr,6,P06,grok,1
grok|P07|tr|1,tr,6,P07,grok,1
grok|P05|tr|1,tr,6,P05,grok,1
grok|P08|tr|0,tr,6,P08,grok,1
grok|P08|tr|1,tr,6,P08,grok,0
grok|P10|tr|1,tr,6,P10,grok,1
grok|P10|tr|0,tr,6,P10,grok,1
grok|P09|tr|0,tr,6,P09,grok,1
grok|P11|tr|0,tr,6,P11,grok,0
grok|P11|tr|1,tr,6,P11,grok,1
grok|P12|tr|0,tr,6,P12,grok,1
grok|P12|tr|1,tr,6,P12,grok,1
grok|P09|tr|1,tr,6,P09,grok,1
deepseek|P11|tr|1,tr,6,P11,deepseek,1
claude|P01|zh|0,zh,3,P01,claude,0
claude|P01|zh|1,zh,3,P01,claude,0
claude|P04|zh|0,zh,3,P04,claude,1
claude|P04|zh|1,zh,3,P04,claude,1
claude|P02|zh|0,zh,3,P02,claude,1
claude|P03|zh|0,zh,3,P03,claude,0
claude|P02|zh|1,zh,3,P02,claude,1
claude|P03|zh|1,zh,3,P03,claude,0
claude|P05|zh|0,zh,3,P05,claude,1
claude|P05|zh|1,zh,3,P05,claude,1
claude|P08|zh|1,zh,3,P08,claude,0
claude|P07|zh|1,zh,3,P07,claude,0
claude|P07|zh|0,zh,3,P07,claude,1
claude|P08|zh|0,zh,3,P08,claude,0
claude|P06|zh|0,zh,3,P06,claude,0
claude|P06|zh|1,zh,3,P06,claude,1
claude|P09|zh|0,zh,3,P09,claude,1
claude|P09|zh|1,zh,3,P09,claude,1
claude|P10|zh|0,zh,3,P10,claude,1
claude|P10|zh|1,zh,3,P10,claude,1
claude|P11|zh|0,zh,3,P11,claude,1
claude|P11|zh|1,zh,3,P11,claude,1
claude|P12|zh|1,zh,3,P12,claude,1
claude|P12|zh|0,zh,3,P12,claude,0
deepseek|P01|zh|0,zh,3,P01,deepseek,1
deepseek|P01|zh|1,zh,3,P01,deepseek,1
deepseek|P02|zh|0,zh,3,P02,deepseek,0
deepseek|P03|zh|0,zh,3,P03,deepseek,0
deepseek|P02|zh|1,zh,3,P02,deepseek,0
deepseek|P05|zh|1,zh,3,P05,deepseek,1
deepseek|P03|zh|1,zh,3,P03,deepseek,0
deepseek|P05|zh|0,zh,3,P05,deepseek,1
deepseek|P06|zh|0,zh,3,P06,deepseek,0
deepseek|P07|zh|0,zh,3,P07,deepseek,1
deepseek|P08|zh|0,zh,3,P08,deepseek,0
deepseek|P04|zh|0,zh,3,P04,deepseek,0
deepseek|P09|zh|1,zh,3,P09,deepseek,1
deepseek|P07|zh|1,zh,3,P07,deepseek,0
deepseek|P04|zh|1,zh,3,P04,deepseek,0
deepseek|P06|zh|1,zh,3,P06,deepseek,0
deepseek|P10|zh|0,zh,3,P10,deepseek,0
deepseek|P08|zh|1,zh,3,P08,deepseek,0
deepseek|P09|zh|0,zh,3,P09,deepseek,1
deepseek|P12|zh|1,zh,3,P12,deepseek,1
deepseek|P12|zh|0,zh,3,P12,deepseek,0
deepseek|P11|zh|0,zh,3,P11,deepseek,1
deepseek|P11|zh|1,zh,3,P11,deepseek,0
deepseek|P10|zh|1,zh,3,P10,deepseek,0
gemini|P01|zh|0,zh,3,P01,gemini,0
gemini|P02|zh|0,zh,3,P02,gemini,1
gemini|P02|zh|1,zh,3,P02,gemini,1
gemini|P03|zh|1,zh,3,P03,gemini,1
gemini|P03|zh|0,zh,3,P03,gemini,1
gemini|P01|zh|1,zh,3,P01,gemini,1
gemini|P04|zh|0,zh,3,P04,gemini,0
gemini|P05|zh|0,zh,3,P05,gemini,0
gemini|P05|zh|1,zh,3,P05,gemini,0
gemini|P07|zh|0,zh,3,P07,gemini,1
gemini|P04|zh|1,zh,3,P04,gemini,0
gemini|P06|zh|0,zh,3,P06,gemini,1
gemini|P06|zh|1,zh,3,P06,gemini,1
gemini|P08|zh|0,zh,3,P08,gemini,0
gemini|P08|zh|1,zh,3,P08,gemini,0
gemini|P07|zh|1,zh,3,P07,gemini,1
gemini|P09|zh|0,zh,3,P09,gemini,1
gemini|P09|zh|1,zh,3,P09,gemini,0
gemini|P11|zh|0,zh,3,P11,gemini,1
gemini|P10|zh|0,zh,3,P10,gemini,1
gemini|P10|zh|1,zh,3,P10,gemini,1
gemini|P12|zh|0,zh,3,P12,gemini,0
gemini|P11|zh|1,zh,3,P11,gemini,1
gemini|P12|zh|1,zh,3,P12,gemini,1
gpt|P02|zh|0,zh,3,P02,gpt,1
gpt|P01|zh|0,zh,3,P01,gpt,0
gpt|P01|zh|1,zh,3,P01,gpt,1
gpt|P02|zh|1,zh,3,P02,gpt,1
gpt|P03|zh|1,zh,3,P03,gpt,1
gpt|P03|zh|0,zh,3,P03,gpt,1
gpt|P05|zh|0,zh,3,P05,gpt,1
gpt|P05|zh|1,zh,3,P05,gpt,1
gpt|P04|zh|0,zh,3,P04,gpt,1
gpt|P04|zh|1,zh,3,P04,gpt,1
gpt|P07|zh|0,zh,3,P07,gpt,1
gpt|P07|zh|1,zh,3,P07,gpt,1
gpt|P06|zh|0,zh,3,P06,gpt,1
gpt|P06|zh|1,zh,3,P06,gpt,1
gpt|P09|zh|0,zh,3,P09,gpt,1
gpt|P08|zh|0,zh,3,P08,gpt,0
gpt|P08|zh|1,zh,3,P08,gpt,0
gpt|P10|zh|1,zh,3,P10,gpt,0
gpt|P11|zh|1,zh,3,P11,gpt,1
gpt|P11|zh|0,zh,3,P11,gpt,1
gpt|P09|zh|1,zh,3,P09,gpt,1
gpt|P10|zh|0,zh,3,P10,gpt,1
gpt|P12|zh|0,zh,3,P12,gpt,1
gpt|P12|zh|1,zh,3,P12,gpt,1
grok|P01|zh|1,zh,3,P01,grok,1
grok|P01|zh|0,zh,3,P01,grok,0
grok|P03|zh|1,zh,3,P03,grok,1
grok|P03|zh|0,zh,3,P03,grok,1
grok|P02|zh|1,zh,3,P02,grok,1
grok|P02|zh|0,zh,3,P02,grok,1
grok|P04|zh|1,zh,3,P04,grok,1
grok|P05|zh|0,zh,3,P05,grok,1
grok|P04|zh|0,zh,3,P04,grok,1
grok|P05|zh|1,zh,3,P05,grok,1
grok|P06|zh|1,zh,3,P06,grok,1
grok|P06|zh|0,zh,3,P06,grok,1
grok|P07|zh|1,zh,3,P07,grok,1
grok|P09|zh|1,zh,3,P09,grok,1
grok|P07|zh|0,zh,3,P07,grok,0
grok|P08|zh|1,zh,3,P08,grok,1
grok|P09|zh|0,zh,3,P09,grok,0
grok|P10|zh|0,zh,3,P10,grok,1
grok|P10|zh|1,zh,3,P10,grok,1
grok|P11|zh|0,zh,3,P11,grok,0
grok|P11|zh|1,zh,3,P11,grok,1
grok|P12|zh|0,zh,3,P12,grok,1
grok|P12|zh|1,zh,3,P12,grok,0
grok|P08|zh|0,zh,3,P08,grok,1
